file,mean_rt,std_rt,median_rt,min_rt,max_rt,accuracy
A00062219_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,60.0
A00062219_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,34.61538461538461
A00062279_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,60.0
A00062279_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,48.0
A00062279_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,44.44444444444444
A00062329_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,4.8
A00062329_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,29.411764705882355
A00062329_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,13.88888888888889
A00062408_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,16.0
A00062408_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,4.0
A00062408_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,48.0
A00062435_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,50.0
A00062435_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,52.0
A00062435_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,44.0
A00062453_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,35.714285714285715
A00062578_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,52.0
A00062578_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,52.0
A00062704_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,64.0
A00062704_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,39.285714285714285
A00062704_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,37.93103448275862
A00062842_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,48.38709677419355
A00062842_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,62.96296296296296
A00062842_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,51.85185185185185
A00062919_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,44.0
A00062951_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,38.46153846153847
A00063029_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,3.557312252964427
A00063029_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,53.84615384615385
A00063029_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,60.0
A00063051_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,10.434782608695652
A00063051_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,26.666666666666668
A00063051_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,40.0
A00063117_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,8.181818181818182
A00063117_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,68.0
A00063117_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,40.0
A00063377_SAIIT_2AFC_Block1.csv,86.0,0.0,86.0,86.0,86.0,36.0
A00063377_SAIIT_2AFC_Block2.csv,87.0,0.0,87.0,87.0,87.0,36.0
A00063377_SAIIT_2AFC_Block3.csv,88.0,0.0,88.0,88.0,88.0,44.0
