mean_pupil_size,std_pupil_size,mean_gaze_x,mean_gaze_y,std_gaze_x,std_gaze_y,head_pos_variability,mean_latency,std_latency,mean_gaze_vector,std_gaze_vector,file_name
13.406438174588146,6.947669627967233,268.7043211512971,204.07757716341607,194.2269372534872,147.69933947818893,0.0,2068.686328346904,6058.811710400758,-0.1406898945906709,0.27865387648207957,A00051826_SAIIT_2AFC_Block1 Samples.txt
13.81694872251402,6.761149712656371,291.8987794890056,160.9987088637645,230.83056492332668,162.31310511257252,0.0,2547.842309860827,5533.142897099555,-0.07631705194021586,0.27907620690971074,A00051826_SAIIT_2AFC_Block2 Samples.txt
12.487863349539671,7.126838289717334,311.5569607944554,248.90785766008065,156.67298444909855,126.08911475084675,0.0,3261.078307644564,11069.843821711802,-0.16507758353160232,0.2129748398480659,A00051826_SAIIT_2AFC_Block3 Samples.txt
13.800118617261635,5.901811980068027,337.22099261937035,269.1422217201386,139.98662673554773,128.82420033883236,0.0,2466.456017472511,5109.281610929825,-0.17356479389466287,0.22346435818893715,A00051826_SurrSupp_Block2 Samples.txt
14.391990278843695,3.5495344808199025,132.48770401637248,89.71803402404707,255.02819848554398,170.73950141125025,0.0,1761.061268866718,212.55743789570406,0.004117208152127568,0.7746416889452146,A00051826_WISC_ProcSpeed Samples.txt
11.498237005649717,8.516479700063524,204.6982663841808,153.675354519774,219.6728373827945,168.3119278683069,0.0,2586.028615819209,9809.244672023571,-0.09152693032015065,0.3372764642075634,A00051826_vis_learn Samples.txt
12.78182882965969,2.2452768250166386,414.85065203357004,264.13207322696667,86.56428258902281,57.61800796580365,0.0,2328.3828276307295,988.1010899044518,-0.21919856128377757,0.11684606541944971,A00051886_SAIIT_2AFC_Block1 Samples.txt
11.384611480293309,7.43612630005568,279.2758666361137,197.2021755270394,235.85366096126563,160.03678893557853,0.0,3872.359303391384,5905.749260781421,-0.15009796058661778,0.22549191999560136,A00051886_SAIIT_2AFC_Block2 Samples.txt
14.846294132350183,3.6363007160790266,398.68833812410173,276.1688536524402,156.2845650048745,108.6286157575482,0.0,1938.5413672436418,1404.888395586433,-0.21463152742194178,0.14568158655166794,A00051886_SAIIT_2AFC_Block3 Samples.txt
11.448996903339967,1.6085602774757017,401.53329868023303,282.48033620880335,50.081516346764985,42.93128828017262,0.0,2304.5130133451303,964.6938957639339,-0.23111786969451206,0.08544568526831463,A00051886_SurrSupp_Block1 Samples.txt
13.927031885703471,3.2821792769106573,378.0917955025704,279.87917715331,140.57436433172782,101.3983817893412,0.0,2063.2913236824675,724.5910261499499,-0.22147522629072447,0.14363732432547652,A00051886_SurrSupp_Block2 Samples.txt
13.90168818716441,1.4911286684649139,393.35030682689853,251.4347545384812,220.76213448855694,123.2862776831363,0.0,1822.4824852978777,158.24583296810397,-0.22047941702889287,0.11388693606871299,A00051886_WISC_ProcSpeed Samples.txt
11.126903999788372,5.230734224624719,282.22990476694355,213.40911221628485,200.08482708525446,154.40667022234936,0.0,3289.062668641871,14595.821602676235,-0.17343416574078974,0.2357032073787432,A00051886_vis_learn Samples.txt
11.31682102865819,6.268799373674585,331.197013664832,246.24700986904537,127.18150489393304,97.11837060620329,0.0,2014.378250142342,4804.980388094222,-0.1570998608211552,0.20609657702172668,A00051955_SAIIT_2AFC_Block1 Samples.txt
10.395205222889325,7.975953279686366,216.8246665958238,210.6015094840869,209.3724177886693,188.1453646949618,0.0,3342.255884384464,5577.725427391365,-0.12613445973469353,0.2729712457996062,A00051955_SAIIT_2AFC_Block2 Samples.txt
11.290094354812739,6.634353887295694,329.8256922036518,284.19906546871476,168.64241358148038,135.14679781593827,0.0,2270.8464882620037,4011.165098330531,-0.17032170804753166,0.21819500216122178,A00051955_SAIIT_2AFC_Block3 Samples.txt
13.026278822169495,5.727127441685248,344.39527407677804,279.79103242684187,151.7520936030027,104.93202609570335,0.0,1961.2059074040276,3042.530366103551,-0.1976208148283345,0.18936769135301956,A00051955_SurrSupp_Block1 Samples.txt
12.699026845637585,4.115726725005387,128.59214450503356,62.3941673657718,217.0987745414481,144.4856874757032,0.0,1712.3913590604027,142.7154827408267,-0.012259682606263986,0.7114896070175377,A00051955_WISC_ProcSpeed Samples.txt
8.132060773095173,7.0606456657791385,272.11576890873573,203.65718287747694,198.77501738658123,149.98518677021997,0.0,4346.606440133966,20900.848188864584,-0.12242720253046795,0.2218309685458025,A00051955_vis_learn Samples.txt
13.898903162428685,4.823394737481184,13.932065213284469,13.29888275966298,83.99190159129668,81.15707315338646,0.0,1891.867684286092,3760.7212732197213,0.03125647032153247,0.5030898859314475,A00053375_SurrSupp_Block1 Samples.txt
14.004441825095054,5.931318763373891,252.97039049429657,212.6456452471483,174.444110332552,146.67605834835484,0.0,2168.8002661596956,4980.315073446616,-0.16218542458808619,0.21838191412013333,A00053375_SurrSupp_Block2 Samples.txt
8.903411836255348,8.496956874128003,131.67716194111233,112.28005788105025,227.09649492254022,176.02104632373047,0.0,2235.5165464306688,8231.239642675626,-0.056965648854961824,0.189532549121729,A00053375_Video1 Samples.txt
15.584262438884096,5.9630699615143605,210.6946439459304,411.95203422490647,206.5531041272385,147.5827643401018,0.0,1903.4367270635605,3118.480365622093,-0.22561906816220878,0.21394189366553462,A00053375_Video2 Samples.txt
10.795686716367335,6.598118614909042,328.1061646899356,198.7473198915622,264.49718648883135,166.79892443247542,0.0,2114.751169095222,8098.544083909645,-0.09726335705410594,0.2401112239890478,A00053375_Video3 Samples.txt
